SL. no,Crop,Season,Temperature in C,Organic Content in %,Moisture in %,fertiliser %,pesticide usage %,estimated quality,Nitrogen %,Phosphorous %,Potassium %,Yield
10385,Potato,Kharif & Rabbi,34,28,35,63,50,49,0.053,0.443,0.678,70
10386,Potato,Kharif & Rabbi,30,56,64,32,54,51,0.136,0.519,0.786,72
10387,Potato,Kharif & Rabbi,30,48,64,63,34,46,0.106,0.484,0.582,67
10388,Potato,Kharif & Rabbi,27,54,62,25,38,87,0.069,0.592,0.823,82
10389,Potato,Kharif & Rabbi,31,66,67,26,44,72,0.071,0.485,0.762,81
10390,Potato,Kharif & Rabbi,31,57,34,54,42,50,0.105,0.508,0.799,66
10391,Potato,Kharif & Rabbi,29,29,36,77,42,52,0.118,0.425,0.632,62
10392,Potato,Kharif & Rabbi,34,25,42,66,33,54,0.059,0.434,0.728,61
10393,Potato,Kharif & Rabbi,28,55,55,30,49,78,0.08,0.459,0.828,79
10394,Potato,Kharif & Rabbi,32,24,38,61,42,40,0.085,0.496,0.637,69
10395,Potato,Kharif & Rabbi,35,36,42,63,37,56,0.091,0.457,0.614,62
10396,Potato,Kharif & Rabbi,26,36,54,63,45,43,0.114,0.429,0.681,63
10397,Potato,Kharif & Rabbi,25,57,63,30,50,48,0.092,0.49,0.715,70
10398,Potato,Kharif & Rabbi,30,28,34,63,47,44,0.062,0.45,0.58,64
10399,Potato,Kharif & Rabbi,32,23,34,78,42,42,0.094,0.501,0.627,59
10400,Potato,Kharif & Rabbi,34,42,66,72,34,48,0.107,0.39,0.725,68
10401,Potato,Kharif & Rabbi,35,25,35,61,40,50,0.041,0.507,0.52,61
10402,Potato,Kharif & Rabbi,29,65,60,25,54,45,0.096,0.511,0.82,73
10403,Potato,Kharif & Rabbi,27,23,36,69,35,44,0.091,0.496,0.764,59
10404,Potato,Kharif & Rabbi,26,56,56,33,51,48,0.076,0.566,0.756,68
10405,Potato,Kharif & Rabbi,32,30,50,81,55,34,0.095,0.392,0.768,61
10406,Potato,Kharif & Rabbi,29,44,41,60,36,39,0.06,0.495,0.742,62
10407,Potato,Kharif & Rabbi,26,45,49,68,33,38,0.049,0.509,0.558,65
10408,Potato,Kharif & Rabbi,30,62,47,43,44,82,0.132,0.511,0.784,78
10409,Potato,Kharif & Rabbi,27,62,41,49,36,72,0.123,0.582,0.716,85
10410,Potato,Kharif & Rabbi,31,35,37,67,36,46,0.087,0.494,0.592,70
10411,Potato,Kharif & Rabbi,36,28,67,64,37,51,0.073,0.524,0.603,60
10412,Potato,Kharif & Rabbi,34,33,34,78,47,55,0.103,0.498,0.686,62
10413,Potato,Kharif & Rabbi,34,39,64,73,43,51,0.053,0.45,0.684,67
10414,Potato,Kharif & Rabbi,28,62,62,31,52,53,0.124,0.489,0.724,70
10415,Potato,Kharif & Rabbi,29,43,43,67,57,41,0.082,0.459,0.705,69
10416,Potato,Kharif & Rabbi,25,23,38,78,60,42,0.089,0.413,0.542,66
10417,Potato,Kharif & Rabbi,30,39,47,59,51,43,0.115,0.526,0.64,64
10418,Potato,Kharif & Rabbi,30,31,45,73,58,37,0.101,0.374,0.743,56
10419,Potato,Kharif & Rabbi,32,42,39,66,38,46,0.107,0.487,0.527,66
10420,Potato,Kharif & Rabbi,32,36,46,81,40,49,0.078,0.429,0.639,62
10421,Potato,Kharif & Rabbi,35,61,46,56,52,36,0.1,0.475,0.774,61
10422,Potato,Kharif & Rabbi,26,63,49,39,49,78,0.071,0.575,0.826,77
10423,Potato,Kharif & Rabbi,36,38,56,65,38,47,0.097,0.426,0.718,69
10424,Potato,Kharif & Rabbi,36,71,62,27,58,45,0.101,0.466,0.81,79
10425,Potato,Kharif & Rabbi,34,23,46,80,39,46,0.092,0.504,0.57,67
10426,Potato,Kharif & Rabbi,30,30,59,63,51,36,0.088,0.491,0.765,64
10427,Potato,Kharif & Rabbi,33,44,38,61,50,37,0.108,0.455,0.625,73
10428,Potato,Kharif & Rabbi,34,46,41,75,61,43,0.112,0.41,0.623,55
10429,Potato,Kharif & Rabbi,34,66,45,54,47,58,0.082,0.598,0.784,63
10430,Potato,Kharif & Rabbi,33,63,39,45,42,75,0.09,0.57,0.761,76
10431,Potato,Kharif & Rabbi,30,50,55,32,34,87,0.136,0.571,0.763,78
10432,Potato,Kharif & Rabbi,32,23,52,76,37,53,0.047,0.502,0.599,59
10433,Potato,Kharif & Rabbi,30,53,47,45,33,79,0.076,0.589,0.819,88
10434,Potato,Kharif & Rabbi,36,48,65,81,34,46,0.093,0.393,0.695,65
10435,Potato,Kharif & Rabbi,26,46,44,65,45,56,0.113,0.471,0.769,60
10436,Potato,Kharif & Rabbi,34,70,38,34,60,51,0.067,0.507,0.802,80
10437,Potato,Kharif & Rabbi,35,46,66,72,47,56,0.047,0.523,0.758,63
10438,Potato,Kharif & Rabbi,34,37,54,71,59,42,0.064,0.462,0.717,57
10439,Potato,Kharif & Rabbi,32,38,38,68,40,56,0.071,0.511,0.759,71
10440,Potato,Kharif & Rabbi,35,40,57,68,32,52,0.045,0.505,0.711,63
10441,Potato,Kharif & Rabbi,27,31,61,79,45,45,0.094,0.465,0.612,65
10442,Potato,Kharif & Rabbi,29,31,43,58,45,41,0.108,0.421,0.639,62
10443,Potato,Kharif & Rabbi,32,51,35,42,34,82,0.071,0.47,0.792,91
10444,Potato,Kharif & Rabbi,32,66,37,35,50,47,0.071,0.502,0.796,80
10445,Potato,Kharif & Rabbi,25,51,55,27,49,72,0.073,0.466,0.78,84
10446,Potato,Kharif & Rabbi,27,61,48,52,59,45,0.112,0.525,0.73,66
10447,Potato,Kharif & Rabbi,26,41,42,59,42,46,0.11,0.413,0.594,66
10448,Potato,Kharif & Rabbi,32,38,43,79,55,47,0.074,0.401,0.682,72
10449,Potato,Kharif & Rabbi,32,32,63,63,61,35,0.103,0.451,0.652,56
10450,Potato,Kharif & Rabbi,34,54,68,33,60,45,0.131,0.452,0.714,72
10451,Potato,Kharif & Rabbi,34,31,52,78,36,57,0.055,0.403,0.622,67
10452,Potato,Kharif & Rabbi,35,42,53,78,39,56,0.068,0.47,0.613,71
10453,Potato,Kharif & Rabbi,31,45,46,61,59,44,0.083,0.437,0.692,70
10454,Potato,Kharif & Rabbi,27,47,68,61,46,41,0.066,0.452,0.716,65
10455,Potato,Kharif & Rabbi,30,34,57,68,40,46,0.108,0.47,0.578,64
10456,Potato,Kharif & Rabbi,32,37,34,68,51,42,0.065,0.529,0.612,71
10457,Potato,Kharif & Rabbi,30,46,41,68,36,42,0.114,0.4,0.668,59
10458,Potato,Kharif & Rabbi,30,71,62,29,51,49,0.093,0.528,0.826,81
10459,Potato,Kharif & Rabbi,34,54,50,31,50,48,0.1,0.599,0.735,72
10460,Potato,Kharif & Rabbi,35,28,59,60,45,52,0.061,0.533,0.619,60
10461,Potato,Kharif & Rabbi,27,44,48,60,50,33,0.053,0.389,0.709,52
10462,Potato,Kharif & Rabbi,36,69,44,44,38,78,0.099,0.524,0.823,82
10463,Potato,Kharif & Rabbi,34,28,41,62,51,32,0.051,0.396,0.601,71
10464,Potato,Kharif & Rabbi,26,27,52,79,54,39,0.074,0.455,0.677,60
10465,Potato,Kharif & Rabbi,30,54,40,37,61,59,0.076,0.587,0.759,68
10466,Potato,Kharif & Rabbi,31,37,46,74,47,50,0.078,0.478,0.565,58
10467,Potato,Kharif & Rabbi,33,47,48,59,53,34,0.099,0.493,0.658,61
10468,Potato,Kharif & Rabbi,34,56,47,48,53,42,0.12,0.493,0.81,76
10469,Potato,Kharif & Rabbi,36,38,43,79,35,56,0.102,0.485,0.576,70
10470,Potato,Kharif & Rabbi,29,54,68,26,33,78,0.089,0.503,0.818,90
10471,Potato,Kharif & Rabbi,30,54,41,44,41,86,0.104,0.51,0.792,83
10472,Potato,Kharif & Rabbi,27,30,63,67,43,43,0.118,0.443,0.552,71
10473,Potato,Kharif & Rabbi,25,64,61,26,61,43,0.067,0.588,0.805,81
10474,Potato,Kharif & Rabbi,30,33,58,67,32,40,0.088,0.524,0.736,68
10475,Potato,Kharif & Rabbi,29,51,42,56,32,48,0.113,0.566,0.785,68
10476,Potato,Kharif & Rabbi,27,32,50,62,47,51,0.091,0.473,0.567,67
10477,Potato,Kharif & Rabbi,32,40,63,58,61,45,0.079,0.482,0.639,51
10478,Potato,Kharif & Rabbi,27,48,52,62,56,46,0.118,0.466,0.547,73
10479,Potato,Kharif & Rabbi,31,31,50,72,55,49,0.041,0.445,0.623,65
10480,Potato,Kharif & Rabbi,25,41,45,61,32,53,0.091,0.489,0.702,63
10481,Potato,Kharif & Rabbi,29,34,49,67,39,50,0.098,0.487,0.649,68
10482,Potato,Kharif & Rabbi,27,24,44,59,37,49,0.103,0.395,0.612,65
10483,Potato,Kharif & Rabbi,30,54,59,27,37,81,0.106,0.48,0.729,80
10484,Potato,Kharif & Rabbi,34,53,52,29,52,59,0.113,0.504,0.792,78
10485,Potato,Kharif & Rabbi,25,37,43,75,56,30,0.088,0.37,0.625,52
10486,Potato,Kharif & Rabbi,33,41,59,71,46,39,0.06,0.492,0.656,65
10487,Potato,Kharif & Rabbi,27,49,57,67,60,46,0.09,0.41,0.554,58
10488,Potato,Kharif & Rabbi,36,63,40,40,53,56,0.087,0.543,0.824,81
10489,Potato,Kharif & Rabbi,32,65,35,35,44,76,0.088,0.497,0.735,81
10490,Potato,Kharif & Rabbi,25,46,58,66,40,56,0.05,0.5,0.561,69
10491,Potato,Kharif & Rabbi,29,65,38,39,41,81,0.089,0.593,0.768,84
10492,Potato,Kharif & Rabbi,26,62,36,44,50,57,0.125,0.49,0.818,76
10493,Potato,Kharif & Rabbi,25,30,56,81,45,43,0.112,0.449,0.525,66
10494,Potato,Kharif & Rabbi,29,69,64,28,53,48,0.112,0.598,0.814,74
10495,Potato,Kharif & Rabbi,33,47,62,68,49,47,0.099,0.517,0.643,70
10496,Potato,Kharif & Rabbi,28,70,58,24,61,49,0.092,0.571,0.739,80
10497,Potato,Kharif & Rabbi,34,68,40,46,47,72,0.136,0.571,0.725,82
10498,Potato,Kharif & Rabbi,33,70,64,30,52,56,0.12,0.554,0.771,75
10499,Potato,Kharif & Rabbi,33,42,44,61,53,30,0.061,0.491,0.727,60
10500,Potato,Kharif & Rabbi,27,67,34,47,58,46,0.092,0.58,0.818,71
10501,Potato,Kharif & Rabbi,35,51,41,46,35,78,0.07,0.49,0.776,86
10502,Potato,Kharif & Rabbi,29,42,44,75,44,55,0.064,0.372,0.735,66
10503,Potato,Kharif & Rabbi,31,33,38,58,51,47,0.04,0.531,0.699,68
10504,Potato,Kharif & Rabbi,36,25,53,75,58,39,0.048,0.417,0.608,67
10505,Potato,Kharif & Rabbi,31,40,66,69,41,42,0.081,0.532,0.696,69
10506,Potato,Kharif & Rabbi,34,69,43,40,55,51,0.14,0.45,0.772,72
10507,Potato,Kharif & Rabbi,29,69,55,27,41,82,0.111,0.477,0.821,79
10508,Potato,Kharif & Rabbi,32,55,35,34,59,53,0.091,0.537,0.787,80
10509,Potato,Kharif & Rabbi,26,30,66,71,57,48,0.063,0.389,0.622,56
10510,Potato,Kharif & Rabbi,30,33,63,76,36,55,0.075,0.464,0.598,65
10511,Potato,Kharif & Rabbi,27,38,54,63,41,49,0.104,0.513,0.594,61
10512,Potato,Kharif & Rabbi,33,70,51,32,45,86,0.085,0.492,0.779,75
10513,Potato,Kharif & Rabbi,33,35,35,73,35,52,0.04,0.412,0.733,70
10514,Potato,Kharif & Rabbi,34,66,40,45,58,60,0.117,0.521,0.817,77
10515,Potato,Kharif & Rabbi,29,32,57,62,54,40,0.04,0.37,0.749,60
10516,Potato,Kharif & Rabbi,33,56,37,52,43,44,0.104,0.586,0.777,64
10517,Potato,Kharif & Rabbi,26,40,36,59,42,46,0.099,0.417,0.665,58
10518,Potato,Kharif & Rabbi,30,24,46,71,47,55,0.108,0.423,0.684,68
10519,Potato,Kharif & Rabbi,26,60,34,46,47,82,0.081,0.535,0.772,81
10520,Potato,Kharif & Rabbi,33,31,55,81,44,38,0.07,0.378,0.54,64
10521,Potato,Kharif & Rabbi,29,62,43,56,32,54,0.123,0.512,0.754,62
10522,Potato,Kharif & Rabbi,29,52,36,54,45,53,0.075,0.568,0.778,65
10523,Potato,Kharif & Rabbi,33,69,42,55,42,54,0.1,0.535,0.757,61
10524,Potato,Kharif & Rabbi,26,43,40,68,33,53,0.075,0.488,0.552,65
10525,Potato,Kharif & Rabbi,27,23,49,73,40,41,0.077,0.461,0.624,63
10526,Potato,Kharif & Rabbi,34,61,34,51,32,40,0.134,0.475,0.783,60
10527,Potato,Kharif & Rabbi,31,26,47,81,46,52,0.086,0.513,0.725,60
10528,Potato,Kharif & Rabbi,26,58,34,55,40,48,0.138,0.588,0.744,64
10529,Potato,Kharif & Rabbi,36,49,62,59,40,45,0.049,0.448,0.767,59
10530,Potato,Kharif & Rabbi,26,51,36,55,61,36,0.103,0.486,0.805,54
10531,Potato,Kharif & Rabbi,33,50,36,46,45,76,0.099,0.549,0.713,78
10532,Potato,Kharif & Rabbi,35,68,38,54,57,45,0.108,0.558,0.72,60
10533,Potato,Kharif & Rabbi,32,39,68,72,54,44,0.084,0.444,0.684,53
10534,Potato,Kharif & Rabbi,36,64,62,27,57,55,0.083,0.561,0.805,81
10535,Potato,Kharif & Rabbi,30,59,50,32,40,78,0.085,0.561,0.794,77
10536,Potato,Kharif & Rabbi,27,29,67,69,35,44,0.108,0.372,0.597,69
10537,Potato,Kharif & Rabbi,29,48,53,80,38,45,0.048,0.424,0.57,65
10538,Potato,Kharif & Rabbi,28,50,52,33,57,44,0.096,0.527,0.771,73
10539,Potato,Kharif & Rabbi,27,29,45,72,43,52,0.051,0.388,0.577,68
10540,Potato,Kharif & Rabbi,33,26,56,60,48,53,0.1,0.418,0.565,71
10541,Potato,Kharif & Rabbi,35,23,44,63,59,39,0.065,0.519,0.618,73
10542,Potato,Kharif & Rabbi,33,28,63,61,52,40,0.085,0.433,0.601,59
10543,Potato,Kharif & Rabbi,28,41,41,68,50,30,0.072,0.505,0.62,70
10544,Potato,Kharif & Rabbi,34,43,65,77,52,32,0.044,0.406,0.585,61
10545,Potato,Kharif & Rabbi,31,50,57,25,48,87,0.067,0.514,0.826,86
10546,Potato,Kharif & Rabbi,31,39,46,69,59,31,0.094,0.441,0.624,60
10547,Potato,Kharif & Rabbi,32,56,49,47,36,82,0.129,0.532,0.71,75
10548,Potato,Kharif & Rabbi,34,60,61,27,35,79,0.102,0.56,0.747,86
10549,Potato,Kharif & Rabbi,25,59,51,33,53,46,0.094,0.57,0.734,75
10550,Potato,Kharif & Rabbi,26,27,65,75,59,47,0.079,0.397,0.53,67
10551,Potato,Kharif & Rabbi,29,59,52,27,50,60,0.061,0.456,0.714,79
10552,Potato,Kharif & Rabbi,30,24,38,61,35,38,0.11,0.482,0.579,71
10553,Potato,Kharif & Rabbi,26,53,42,35,34,75,0.119,0.476,0.738,76
10554,Potato,Kharif & Rabbi,27,31,63,69,35,52,0.098,0.377,0.606,59
10555,Potato,Kharif & Rabbi,28,23,63,78,35,54,0.059,0.449,0.628,63
10556,Potato,Kharif & Rabbi,26,23,36,64,38,41,0.092,0.481,0.542,69
10557,Potato,Kharif & Rabbi,25,65,65,31,57,52,0.117,0.548,0.717,69
10558,Potato,Kharif & Rabbi,27,65,55,26,61,58,0.066,0.455,0.788,74
10559,Potato,Kharif & Rabbi,32,42,51,69,61,44,0.047,0.389,0.681,67
10560,Potato,Kharif & Rabbi,30,70,53,28,58,52,0.116,0.554,0.814,78
10561,Potato,Kharif & Rabbi,33,60,61,27,47,79,0.088,0.483,0.805,86
10562,Potato,Kharif & Rabbi,31,62,67,30,55,42,0.101,0.585,0.813,71
10563,Potato,Kharif & Rabbi,26,32,66,63,55,34,0.085,0.447,0.741,65
10564,Potato,Kharif & Rabbi,33,65,48,55,51,46,0.135,0.51,0.819,67
10565,Potato,Kharif & Rabbi,29,68,52,31,34,77,0.081,0.587,0.742,83
10566,Potato,Kharif & Rabbi,36,53,47,53,58,42,0.08,0.566,0.803,67
10567,Potato,Kharif & Rabbi,26,34,44,80,44,55,0.049,0.385,0.59,67
10568,Potato,Kharif & Rabbi,35,48,52,73,33,44,0.114,0.523,0.679,70
10569,Potato,Kharif & Rabbi,33,49,66,68,43,42,0.04,0.396,0.686,61
10570,Potato,Kharif & Rabbi,29,59,41,54,56,36,0.111,0.575,0.783,61
10571,Potato,Kharif & Rabbi,31,41,58,74,53,40,0.048,0.373,0.745,52
10572,Potato,Kharif & Rabbi,30,26,45,69,36,42,0.063,0.39,0.561,62
10573,Potato,Kharif & Rabbi,26,60,43,34,48,82,0.103,0.476,0.786,76
10574,Potato,Kharif & Rabbi,30,25,61,76,44,43,0.108,0.47,0.735,59
10575,Potato,Kharif & Rabbi,30,69,44,34,60,58,0.101,0.578,0.806,77
10576,Potato,Kharif & Rabbi,35,33,54,65,51,47,0.081,0.536,0.712,69
10577,Potato,Kharif & Rabbi,25,67,60,27,33,86,0.066,0.522,0.807,81
10578,Potato,Kharif & Rabbi,29,50,65,28,50,45,0.087,0.455,0.788,81
10579,Potato,Kharif & Rabbi,27,26,53,64,50,30,0.068,0.407,0.643,63
10580,Potato,Kharif & Rabbi,33,68,51,28,55,43,0.08,0.547,0.824,74
10581,Potato,Kharif & Rabbi,26,23,41,67,45,43,0.062,0.41,0.693,67
10582,Potato,Kharif & Rabbi,25,71,35,52,41,40,0.137,0.471,0.739,66
10583,Potato,Kharif & Rabbi,27,60,48,54,36,45,0.122,0.464,0.819,67
10584,Potato,Kharif & Rabbi,36,60,50,25,56,56,0.075,0.58,0.772,81
10585,Potato,Kharif & Rabbi,32,58,56,33,38,77,0.068,0.489,0.72,80
10586,Potato,Kharif & Rabbi,34,29,54,81,53,43,0.062,0.421,0.687,54
10587,Potato,Kharif & Rabbi,27,57,49,36,58,45,0.103,0.552,0.712,81
10588,Potato,Kharif & Rabbi,26,58,62,31,43,79,0.067,0.457,0.714,83
10589,Potato,Kharif & Rabbi,32,55,62,27,56,42,0.116,0.488,0.756,69
10590,Potato,Kharif & Rabbi,27,24,50,72,36,56,0.112,0.516,0.726,66
10591,Potato,Kharif & Rabbi,29,53,67,28,51,52,0.117,0.597,0.775,77
10592,Potato,Kharif & Rabbi,30,71,42,46,52,45,0.079,0.515,0.745,77
10593,Potato,Kharif & Rabbi,25,38,44,70,42,48,0.107,0.42,0.688,64
10594,Potato,Kharif & Rabbi,30,33,38,62,34,45,0.093,0.465,0.67,68
10595,Potato,Kharif & Rabbi,32,67,44,35,47,74,0.132,0.567,0.804,75
10596,Potato,Kharif & Rabbi,32,67,48,50,51,47,0.116,0.577,0.818,65
10597,Potato,Kharif & Rabbi,34,58,36,38,55,45,0.099,0.538,0.72,75
10598,Potato,Kharif & Rabbi,35,36,50,61,35,48,0.048,0.481,0.732,66
10599,Potato,Kharif & Rabbi,28,28,49,63,51,33,0.091,0.474,0.593,52
10600,Potato,Kharif & Rabbi,25,24,42,79,38,47,0.111,0.378,0.75,68
10601,Potato,Kharif & Rabbi,34,27,46,62,41,50,0.042,0.452,0.568,62
10602,Potato,Kharif & Rabbi,32,65,45,50,49,84,0.1,0.568,0.828,65
10603,Potato,Kharif & Rabbi,36,23,58,67,56,43,0.119,0.469,0.682,56
10604,Potato,Kharif & Rabbi,36,67,51,25,35,87,0.087,0.516,0.769,88
10605,Potato,Kharif & Rabbi,35,64,45,51,47,58,0.081,0.508,0.824,65
10606,Potato,Kharif & Rabbi,33,32,47,65,59,44,0.087,0.502,0.563,55
10607,Potato,Kharif & Rabbi,28,23,55,73,53,42,0.117,0.531,0.688,61
10608,Potato,Kharif & Rabbi,26,25,52,61,34,38,0.047,0.503,0.595,65
10609,Potato,Kharif & Rabbi,33,43,51,77,53,46,0.054,0.449,0.665,70
10610,Potato,Kharif & Rabbi,30,44,49,65,33,52,0.085,0.47,0.741,70
10611,Potato,Kharif & Rabbi,33,50,68,33,33,74,0.086,0.462,0.824,82
10612,Potato,Kharif & Rabbi,26,39,56,64,35,42,0.101,0.456,0.736,66
10613,Potato,Kharif & Rabbi,25,54,34,36,46,80,0.108,0.551,0.711,88
10614,Potato,Kharif & Rabbi,30,64,44,38,61,44,0.091,0.487,0.817,67
10615,Potato,Kharif & Rabbi,31,47,47,63,47,44,0.104,0.488,0.56,68
10616,Potato,Kharif & Rabbi,34,66,42,47,55,51,0.103,0.574,0.718,68
10617,Potato,Kharif & Rabbi,26,34,39,74,44,54,0.114,0.42,0.538,60
10618,Potato,Kharif & Rabbi,31,45,54,73,48,54,0.07,0.415,0.695,68
10619,Potato,Kharif & Rabbi,31,46,51,67,60,47,0.077,0.383,0.742,70
10620,Potato,Kharif & Rabbi,31,45,59,64,47,43,0.07,0.376,0.734,58
10621,Potato,Kharif & Rabbi,30,63,53,25,47,83,0.128,0.562,0.782,79
10622,Potato,Kharif & Rabbi,32,28,50,76,57,37,0.117,0.49,0.654,61
10623,Potato,Kharif & Rabbi,36,31,39,64,33,47,0.078,0.432,0.6,71
10624,Potato,Kharif & Rabbi,35,48,49,69,33,45,0.119,0.504,0.727,65
10625,Potato,Kharif & Rabbi,32,42,54,65,42,51,0.063,0.469,0.591,63
10626,Potato,Kharif & Rabbi,31,28,50,81,60,41,0.049,0.421,0.63,73
10627,Potato,Kharif & Rabbi,25,62,42,42,61,42,0.116,0.599,0.79,69
10628,Potato,Kharif & Rabbi,26,65,51,26,43,81,0.089,0.487,0.783,74
10629,Potato,Kharif & Rabbi,31,32,39,64,37,48,0.105,0.473,0.637,64
10630,Potato,Kharif & Rabbi,26,43,64,74,45,43,0.068,0.482,0.578,70
10631,Potato,Kharif & Rabbi,25,58,44,56,42,50,0.065,0.526,0.722,61
10632,Potato,Kharif & Rabbi,32,67,47,53,51,51,0.084,0.478,0.733,60
10633,Potato,Kharif & Rabbi,27,40,43,61,45,43,0.09,0.447,0.569,71
10634,Potato,Kharif & Rabbi,29,30,48,73,54,33,0.08,0.413,0.75,66
10635,Potato,Kharif & Rabbi,30,30,50,72,51,37,0.116,0.406,0.734,71
10636,Potato,Kharif & Rabbi,27,46,49,58,58,47,0.06,0.474,0.614,63
10637,Potato,Kharif & Rabbi,32,24,46,76,32,54,0.073,0.481,0.614,65
10638,Potato,Kharif & Rabbi,36,29,39,67,60,32,0.114,0.527,0.71,71
10639,Potato,Kharif & Rabbi,32,34,39,66,61,34,0.062,0.495,0.596,73
10640,Potato,Kharif & Rabbi,32,45,43,66,54,41,0.11,0.455,0.533,60
10641,Potato,Kharif & Rabbi,26,60,53,24,55,58,0.063,0.494,0.801,72
10642,Potato,Kharif & Rabbi,27,54,50,32,46,79,0.123,0.509,0.775,80
10643,Potato,Kharif & Rabbi,26,56,58,27,56,59,0.065,0.535,0.735,77
10644,Potato,Kharif & Rabbi,30,71,61,28,58,48,0.105,0.468,0.812,77
10645,Potato,Kharif & Rabbi,27,67,65,27,50,57,0.118,0.498,0.803,68
10646,Potato,Kharif & Rabbi,33,46,39,79,35,52,0.115,0.503,0.737,71
10647,Potato,Kharif & Rabbi,33,59,47,38,51,60,0.079,0.493,0.724,79
10648,Potato,Kharif & Rabbi,27,31,57,72,32,40,0.106,0.49,0.685,61
10649,Potato,Kharif & Rabbi,27,48,40,77,42,56,0.097,0.5,0.71,63
10650,Potato,Kharif & Rabbi,29,68,43,54,53,43,0.097,0.495,0.729,62
10651,Potato,Kharif & Rabbi,29,50,36,55,56,38,0.102,0.552,0.746,57
10652,Potato,Kharif & Rabbi,27,53,41,51,51,43,0.092,0.52,0.718,63
10653,Potato,Kharif & Rabbi,32,65,35,49,36,77,0.08,0.482,0.815,82
10654,Potato,Kharif & Rabbi,32,50,40,52,48,45,0.083,0.514,0.749,70
10655,Potato,Kharif & Rabbi,28,48,59,81,59,37,0.054,0.495,0.72,72
10656,Potato,Kharif & Rabbi,36,60,44,44,39,72,0.078,0.466,0.774,78
10657,Potato,Kharif & Rabbi,26,66,62,28,35,77,0.094,0.517,0.819,87
10658,Potato,Kharif & Rabbi,34,35,48,59,46,48,0.055,0.422,0.631,64
10659,Potato,Kharif & Rabbi,34,68,52,32,61,59,0.12,0.495,0.805,80
10660,Potato,Kharif & Rabbi,28,31,47,66,35,44,0.109,0.486,0.764,67
10661,Potato,Kharif & Rabbi,36,33,38,59,58,31,0.068,0.505,0.539,60
10662,Potato,Kharif & Rabbi,35,44,68,73,32,56,0.06,0.52,0.765,67
10663,Potato,Kharif & Rabbi,34,63,57,27,32,83,0.085,0.495,0.78,76
10664,Potato,Kharif & Rabbi,26,48,59,68,41,40,0.115,0.463,0.617,63
10665,Potato,Kharif & Rabbi,32,26,57,59,38,42,0.092,0.506,0.77,71
10666,Potato,Kharif & Rabbi,28,44,54,68,57,31,0.047,0.377,0.667,57
10667,Potato,Kharif & Rabbi,27,50,44,38,52,46,0.118,0.455,0.767,72
10668,Potato,Kharif & Rabbi,25,59,68,31,39,82,0.117,0.468,0.799,80
10669,Potato,Kharif & Rabbi,30,37,45,74,42,55,0.045,0.438,0.746,70
10670,Potato,Kharif & Rabbi,31,54,43,53,58,48,0.128,0.493,0.805,60
10671,Potato,Kharif & Rabbi,28,39,60,74,52,47,0.103,0.501,0.7,68
10672,Potato,Kharif & Rabbi,26,53,60,30,33,77,0.115,0.555,0.729,78
10673,Potato,Kharif & Rabbi,33,39,42,63,54,40,0.066,0.483,0.624,60
10674,Potato,Kharif & Rabbi,36,50,61,29,42,72,0.079,0.45,0.734,88
10675,Potato,Kharif & Rabbi,33,23,57,59,60,35,0.042,0.406,0.565,60
10676,Potato,Kharif & Rabbi,33,40,60,71,34,56,0.111,0.466,0.523,61
10677,Potato,Kharif & Rabbi,35,47,40,75,59,38,0.074,0.459,0.535,62
10678,Potato,Kharif & Rabbi,36,45,46,69,46,48,0.042,0.458,0.613,62
10679,Potato,Kharif & Rabbi,33,52,37,50,47,79,0.108,0.497,0.782,68
10680,Potato,Kharif & Rabbi,27,64,59,33,35,79,0.101,0.473,0.772,83
10681,Potato,Kharif & Rabbi,25,51,41,37,46,87,0.135,0.478,0.745,78
10682,Potato,Kharif & Rabbi,26,63,50,32,54,61,0.08,0.569,0.737,78
10683,Potato,Kharif & Rabbi,29,23,40,77,53,42,0.088,0.393,0.722,63
10684,Potato,Kharif & Rabbi,27,48,52,66,52,31,0.04,0.446,0.569,69
10685,Potato,Kharif & Rabbi,28,63,62,30,57,55,0.075,0.599,0.747,69
10686,Potato,Kharif & Rabbi,26,48,37,78,43,47,0.118,0.461,0.705,68
10687,Potato,Kharif & Rabbi,36,64,54,32,45,74,0.079,0.497,0.779,83
10688,Potato,Kharif & Rabbi,33,66,68,25,56,59,0.069,0.555,0.772,69
10689,Potato,Kharif & Rabbi,31,57,43,54,46,55,0.062,0.581,0.776,64
10690,Potato,Kharif & Rabbi,29,63,45,41,52,48,0.105,0.506,0.783,71
10691,Potato,Kharif & Rabbi,30,50,42,41,58,54,0.101,0.592,0.816,72
10692,Potato,Kharif & Rabbi,30,58,50,33,48,83,0.112,0.579,0.771,86
10693,Potato,Kharif & Rabbi,31,25,64,74,40,41,0.084,0.488,0.527,66
10694,Potato,Kharif & Rabbi,30,64,41,49,37,72,0.098,0.486,0.76,81
10695,Potato,Kharif & Rabbi,30,36,60,75,44,45,0.067,0.452,0.646,64
10696,Potato,Kharif & Rabbi,27,47,39,77,45,45,0.074,0.519,0.713,63
10697,Potato,Kharif & Rabbi,29,63,44,54,60,46,0.106,0.498,0.793,63
10698,Potato,Kharif & Rabbi,31,42,44,76,57,42,0.055,0.533,0.735,64
10699,Potato,Kharif & Rabbi,27,60,43,46,33,87,0.112,0.513,0.731,86
10700,Potato,Kharif & Rabbi,31,32,64,78,60,37,0.085,0.529,0.635,51
